Full Name,F Diag 08,F Diag Rate 08,M Diag 08,M Diag Rate 08,F Diag 09,F Diag Rate 09,M Diag 09,M Diag Rate 09,F Diag 10,F Diag Rate 10,M Diag 10,M Diag Rate 10,F Diag 11,F Diag Rate 11,M Diag 11,M Diag Rate 11,F Diag 12,F Diag Rate 12,M Diag 12,M Diag Rate 12,F Diag 13,F Diag Rate 13,M Diag 13,M Diag Rate 13,F Diag 14,F Diag Rate 14,M Diag 14,M Diag Rate 14,F Diag 15,F Diag Rate 15,M Diag 15,M Diag Rate 15,F Diag 16,F Diag Rate 16,M Diag 16,M Diag Rate 16,F Diag 17,F Diag Rate 17,M Diag 17,M Diag Rate 17,F Diag 18,F Diag Rate 18,M Diag 18,M Diag Rate 18
Franklin City VA,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Franklin County AL,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Franklin County AR,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Franklin County FL,,,,,,,,,0,0,0,0,,,,,0,0,5,84.4,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County GA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Franklin County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Franklin County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin County KS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0
Franklin County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County MO,,,,,0,0,6,14.6,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Franklin County MS,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Franklin County NC,,,,,,,,,,,,,0,0,5,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Franklin County NY,,,,,,,,,,,,,,,,,,,,,0,0,6,24.7,,,,,,,,,,,,,0,0,0,0,,,,
Franklin County OH,41,8.5,226,50.1,49,10,220,48.1,37,7.4,221,47.7,48,9.5,216,46,40,7.8,221,46.4,38,7.3,196,40.4,23,4.4,188,38.1,54,10.1,146,29.1,34,6.3,162,31.8,48,8.7,176,34,48,8.6,151,28.8
Franklin County PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County TN,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0
Franklin County TX,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Franklin County VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Franklin County VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County WA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,5,14.4,,,,,,,,,,,,
Franklin Parish LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick County MD,15,15.9,18,19.8,,,,,12,12.1,10,10.6,6,6,9,9.4,,,,,,,,,,,,,,,,,,,,,5,4.7,12,11.7,8,7.3,14,13.4
Frederick County VA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,
Fredericksburg City VA,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Freeborn County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Freestone County TX,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Fremont County CO,,,,,0,0,6,24.6,,,,,0,0,0,0,0,0,5,20.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Fremont County IA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Fremont County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fremont County WY,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Fresno County CA,14,4,90,25.4,24,6.8,77,21.4,14,3.8,86,23.6,15,4,92,25.1,18,4.8,83,22.5,13,3.4,76,20.4,16,4.2,94,25,16,4.1,85,22.4,16,4.1,116,30.3,15,3.8,142,36.7,9,2.3,99,25.3
Frio County TX,,,,,,,,,0,0,7,82.2,0,0,8,92.3,0,0,6,67.5,0,0,7,76.2,0,0,9,94.9,0,0,9,93.2,,,,,,,,,,,,
Frontier County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton County AR,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Fulton County GA,137,32.2,613,150.9,140,32.2,558,134.6,100,25.3,545,147.8,100,24.7,516,136.5,86,20.6,500,128.3,70,16.5,508,129.4,90,21,497,125.1,84,19.2,564,140,77,17.3,495,120.4,93,20.5,524,125,96,20.8,570,134.2
Fulton County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County IN,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County NY,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Fulton County OH,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Fulton County PA,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Furnas County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Gadsden County FL,8,38.4,18,97.6,6,28.9,9,49,,,,,10,47.7,13,70.4,5,24.4,8,43.9,5,24.5,6,33.1,,,,,,,,,7,34.1,9,49.3,,,,,5,24.4,8,44.1
Gage County NE,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Gaines County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Galax City VA,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gallatin County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County MT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,5,10.8,,,,,,,,
Gallia County OH,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,
Galveston County TX,16,13.3,21,18.4,22,18.5,41,36.2,19,15.6,29,24.7,8,6.5,25,21,9,7.1,31,25.6,11,8.6,25,20.2,11,8.4,39,30.8,20,14.8,34,26.3,11,7.9,33,24.9,9,6.4,36,26.7,8,5.6,28,20.5
Garden County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County CO,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,20.3,,,,
Garfield County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Garfield County OK,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Garfield County UT,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garland County AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrard County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett County MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garvin County OK,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0
Garza County TX,,,,,,,,,0,0,0,0,,,,,,,,,0,0,5,134.6,,,,,,,,,0,0,6,154.9,0,0,0,0,,,,
Gasconade County MO,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaston County NC,6,6.8,22,27,15,16.7,23,27.9,12,13.4,20,24.4,9,10,21,25.6,9,9.9,17,20.6,,,,,8,8.7,13,15.5,7,7.5,24,28.2,5,5.3,14,16.1,,,,,,,,
Gates County NC,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geary County KS,,,,,,,,,,,,,0,0,6,45.3,,,,,0,0,6,41.2,,,,,,,,,,,,,0,0,0,0,,,,
Geauga County OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesee County MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.3,30,18.4,7,3.9,26,15.9,10,5.6,20,12.2
Genesee County NY,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,5,20.3,,,,
Geneva County AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Gentry County MO,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
George County MS,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Georgetown County SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County IN,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
Gibson County TN,,,,,,,,,,,,,0,0,7,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gila County AZ,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Gilchrist County FL,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,
Giles County TN,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Giles County VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gillespie County TX,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Gilliam County OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilmer County GA,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gilmer County WV,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilpin County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glacier County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Glades County FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Gladwin County MI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,
Glascock County GA,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Glasscock County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Glenn County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloucester County NJ,8,6.4,18,15.5,,,,,,,,,,,,,,,,,6,4.8,8,6.8,5,3.9,9,7.7,,,,,5,3.9,12,10.1,,,,,,,,
Gloucester County VA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Glynn County GA,,,,,6,18.2,7,23.4,6,17.1,17,55.1,,,,,8,22.4,12,38.3,,,,,5,13.7,10,31.2,5,13.5,13,39.8,6,15.9,11,33.3,6,15.7,14,42.1,7,18.1,11,32.8
Gogebic County MI,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Golden Valley County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goliad County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gonzales County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goochland County VA,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Goodhue County MN,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Gooding County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon County GA,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,
Goshen County WY,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Gosper County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gove County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Grady County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady County OK,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0
Grafton County NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham County AZ,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,
Graham County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham County NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grainger County TN,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Grand County CO,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Grand County UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Isle County VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Traverse County MI,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Granite County MT,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County AR,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Grant County IN,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Grant County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County NM,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,
Grant County OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Grant County OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant County WA,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
Grant County WI,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County WV,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Grant Parish LA,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granville County NC,6,27.3,10,38.5,5,22.5,9,34.2,,,,,,,,,5,21,18,72.7,,,,,,,,,,,,,,,,,,,,,0,0,10,38.1
Gratiot County MI,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graves County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray County TX,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Grays Harbor County WA,,,,,0,0,0,0,0,0,5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Grayson County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson County TX,,,,,,,,,,,,,,,,,,,,,0,0,9,18.3,,,,,,,,,0,0,6,11.7,,,,,,,,
Grayson County VA,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greeley County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Greeley County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green County WI,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Green Lake County WI,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenbrier County WV,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County AL,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Greene County AR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Greene County GA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
Greene County IA,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Greene County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County IN,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Greene County MO,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,7.7,,,,,,,,,,,,,,,,
Greene County MS,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Greene County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Greene County NY,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County OH,0,0,9,13.8,0,0,10,15.3,,,,,,,,,,,,,,,,,0,0,7,10.2,,,,,0,0,6,8.7,,,,,,,,
Greene County PA,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Greene County TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene County VA,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlee County AZ,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville County VA,,,,,,,,,,,,,0,0,5,73.7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Greenup County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville County SC,15,8,30,17,10,5.3,53,29.4,10,5.1,43,24,17,8.6,42,23.1,10,5,42,22.7,9,4.4,58,30.8,6,2.9,60,31.3,10,4.7,51,26.1,11,5.1,52,26.1,14,6.4,46,22.7,12,5.4,56,27.2
Greenwood County KS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwood County SC,,,,,,,,,,,,,0,0,7,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greer County OK,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Gregg County TX,,,,,9,18.2,25,54.3,10,19.5,16,33.4,7,13.6,11,22.9,13,25.2,19,39.4,,,,,9,17.5,21,43.6,14,27,23,47.6,5,9.7,12,24.9,7,13.5,14,29.2,10,19.1,17,35.3
Gregory County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griggs County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimes County TX,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Grundy County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundy County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
