Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2008,"Austin County, TX",13,Data suppressed,12,Data suppressed,0
2008,"Autauga County, AL",25,11,30,9,0
2008,"Avery County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Avoyelles Parish, LA",39,23,41,Data suppressed,Data suppressed
2008,"Baca County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bacon County, GA",12,7,15,0,0
2008,"Bailey County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Baker County, FL",25,14,26,9,0
2008,"Baker County, GA",12,5,18,Data suppressed,Data suppressed
2008,"Baker County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Baldwin County, AL",94,28,107,Data suppressed,Data suppressed
2008,"Baldwin County, GA",43,37,97,24,0
2008,"Ballard County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Baltimore City, MD","2,916","4,896","2,369",708,171
2008,"Baltimore County, MD",945,825,859,141,58
2008,"Bamberg County, SC",67,10,25,Data suppressed,Data suppressed
2008,"Bandera County, TX",Data suppressed,Data suppressed,7,Data suppressed,0
2008,"Banks County, GA",18,5,15,Data suppressed,Data suppressed
2008,"Banner County, NE",0,0,0,0,0
2008,"Bannock County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Baraga County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Barber County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Barbour County, AL",50,9,17,Data suppressed,Data suppressed
2008,"Barbour County, WV",Data suppressed,Data suppressed,Data suppressed,0,0
2008,"Barnes County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Barnstable County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Barnwell County, SC",63,9,26,Data suppressed,Data suppressed
2008,"Barren County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Barron County, WI",5,Data suppressed,Data suppressed,Data suppressed,0
2008,"Barrow County, GA",27,9,30,Data suppressed,Data suppressed
2008,"Barry County, MI",6,Data suppressed,10,Data suppressed,Data suppressed
2008,"Barry County, MO",Data suppressed,0,5,0,Data suppressed
2008,"Bartholomew County, IN",6,Data suppressed,27,Data suppressed,Data suppressed
2008,"Barton County, KS",5,Data suppressed,10,Data suppressed,Data suppressed
2008,"Barton County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bartow County, GA",44,17,81,Data suppressed,Data suppressed
2008,"Bastrop County, TX",13,13,42,Data suppressed,Data suppressed
2008,"Bates County, MO",Data suppressed,Data suppressed,5,Data suppressed,0
2008,"Bath County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bath County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Baxter County, AR",Data suppressed,5,13,Data suppressed,Data suppressed
2008,"Bay County, FL",105,39,154,21,0
2008,"Bay County, MI",8,9,31,Data suppressed,Data suppressed
2008,"Bayfield County, WI",Data suppressed,Data suppressed,5,0,0
2008,"Baylor County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Beadle County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bear Lake County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Beaufort County, NC",38,18,34,Data suppressed,Data suppressed
2008,"Beaufort County, SC",114,48,125,15,5
2008,"Beauregard Parish, LA",10,10,8,Data suppressed,Data suppressed
2008,"Beaver County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Beaver County, PA",15,14,46,Data suppressed,Data suppressed
2008,"Beaver County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Beaverhead County, MT",0,0,0,0,0
2008,"Becker County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Beckham County, OK",Data suppressed,Data suppressed,7,0,Data suppressed
2008,"Bedford County, PA",0,Data suppressed,13,Data suppressed,Data suppressed
2008,"Bedford County, TN",6,Data suppressed,11,Data suppressed,0
2008,"Bedford County, VA",13,6,18,Data suppressed,Data suppressed
2008,"Bee County, TX",20,82,29,43,0
2008,"Belknap County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bell County, TX",93,44,154,19,7
2008,"Belmont County, OH",9,Data suppressed,22,Data suppressed,0
2008,"Beltrami County, MN",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2008,"Ben Hill County, GA",17,Data suppressed,9,Data suppressed,Data suppressed
2008,"Benewah County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bennett County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bennington County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Benson County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bent County, CO",0,0,0,0,0
2008,"Benton County, AR",33,16,71,13,5
2008,"Benton County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Benton County, IN",0,0,5,Data suppressed,Data suppressed
2008,"Benton County, MN",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2008,"Benton County, MO",Data suppressed,0,7,Data suppressed,0
2008,"Benton County, MS",Data suppressed,0,6,0,Data suppressed
2008,"Benton County, OR",8,Data suppressed,21,Data suppressed,0
2008,"Benton County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Benton County, WA",18,8,38,Data suppressed,Data suppressed
2008,"Benzie County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bergen County, NJ",419,374,689,62,37
2008,"Berkeley County, SC",84,29,101,11,6
2008,"Berkeley County, WV",23,28,42,Data suppressed,Data suppressed
2008,"Berks County, PA",240,318,180,54,16
2008,"Berkshire County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bernalillo County, NM",116,87,635,112,8
2008,"Berrien County, GA",12,Data suppressed,17,Data suppressed,0
2008,"Berrien County, MI",115,20,77,Data suppressed,Data suppressed
2008,"Bertie County, NC",27,9,19,Data suppressed,Data suppressed
2008,"Bethel Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bexar County, TX",616,383,"2,552",254,27
2008,"Bibb County, AL",7,0,9,Data suppressed,Data suppressed
2008,"Bibb County, GA",357,119,351,38,8
2008,"Bienville Parish, LA",13,Data suppressed,13,0,Data suppressed
2008,"Big Horn County, MT",0,Data suppressed,Data suppressed,0,0
2008,"Big Horn County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Big Stone County, MN",0,0,0,0,0
2008,"Billings County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bingham County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Black Hawk County, IA",20,12,31,Data suppressed,Data suppressed
2008,"Blackford County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bladen County, NC",35,Data suppressed,32,Data suppressed,0
2008,"Blaine County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Blaine County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Blaine County, NE",0,0,0,0,0
2008,"Blaine County, OK",Data suppressed,Data suppressed,5,7,Data suppressed
2008,"Blair County, PA",9,8,51,Data suppressed,Data suppressed
2008,"Blanco County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bland County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bleckley County, GA",27,Data suppressed,9,Data suppressed,0
2008,"Bledsoe County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Blount County, AL",8,Data suppressed,20,Data suppressed,0
2008,"Blount County, TN",13,Data suppressed,53,6,Data suppressed
2008,"Blue Earth County, MN",10,Data suppressed,12,Data suppressed,0
2008,"Boise County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bolivar County, MS",52,Data suppressed,43,Data suppressed,6
2008,"Bollinger County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bon Homme County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bond County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bonner County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bonneville County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Boone County, AR",5,Data suppressed,Data suppressed,5,0
2008,"Boone County, IA",Data suppressed,0,7,Data suppressed,0
2008,"Boone County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Boone County, IN",5,Data suppressed,20,Data suppressed,0
2008,"Boone County, KY",15,6,36,Data suppressed,Data suppressed
2008,"Boone County, MO",38,10,123,Data suppressed,Data suppressed
2008,"Boone County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Boone County, WV",Data suppressed,Data suppressed,6,0,0
2008,"Borden County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bosque County, TX",Data suppressed,Data suppressed,7,0,0
2008,"Bossier Parish, LA",39,14,56,Data suppressed,Data suppressed
2008,"Botetourt County, VA",Data suppressed,Data suppressed,7,0,0
2008,"Bottineau County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Boulder County, CO",48,26,290,40,5
2008,"Boundary County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bourbon County, KS",Data suppressed,0,Data suppressed,0,Data suppressed
2008,"Bourbon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bowie County, TX",33,34,60,Data suppressed,Data suppressed
2008,"Bowman County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Box Butte County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Box Elder County, UT",0,Data suppressed,10,Data suppressed,0
2008,"Boyd County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Boyd County, NE",0,0,0,0,0
2008,"Boyle County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bracken County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bradford County, FL",32,26,38,Data suppressed,Data suppressed
2008,"Bradford County, PA",7,Data suppressed,11,Data suppressed,6
2008,"Bradley County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Bradley County, TN",21,9,66,Data suppressed,Data suppressed
2008,"Branch County, MI",0,Data suppressed,12,Data suppressed,0
2008,"Brantley County, GA",6,0,8,0,0
2008,"Braxton County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Brazoria County, TX",61,48,139,Data suppressed,Data suppressed
2008,"Brazos County, TX",87,33,87,Data suppressed,Data suppressed
2008,"Breathitt County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Breckinridge County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bremer County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brevard County, FL",384,162,435,64,30
2008,"Brewster County, TX",0,0,0,0,0
2008,"Briscoe County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bristol Bay Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bristol City, VA",6,Data suppressed,19,Data suppressed,Data suppressed
2008,"Bristol County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bristol County, RI",Data suppressed,Data suppressed,19,Data suppressed,0
2008,"Broadwater County, MT",0,0,0,0,0
2008,"Bronx County, NY","6,924","7,158","4,886","1,086",685
2008,"Brooke County, WV",Data suppressed,0,Data suppressed,0,0
2008,"Brookings County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brooks County, GA",51,9,31,Data suppressed,Data suppressed
2008,"Brooks County, TX",Data suppressed,Data suppressed,Data suppressed,0,0
2008,"Broome County, NY",98,76,103,22,6
2008,"Broomfield County, CO",Data suppressed,Data suppressed,11,Data suppressed,0
2008,"Broward County, FL","6,166","1,220","6,072",551,213
2008,"Brown County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brown County, IN",Data suppressed,Data suppressed,Data suppressed,0,0
2008,"Brown County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brown County, MN",Data suppressed,Data suppressed,5,0,Data suppressed
2008,"Brown County, NE",0,0,0,0,0
2008,"Brown County, OH",Data suppressed,0,13,Data suppressed,0
2008,"Brown County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brown County, TX",7,15,6,16,0
2008,"Brown County, WI",18,11,97,Data suppressed,Data suppressed
2008,"Brule County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Brunswick County, NC",39,11,57,Data suppressed,Data suppressed
2008,"Brunswick County, VA",18,13,17,13,0
2008,"Bryan County, GA",5,Data suppressed,15,Data suppressed,0
2008,"Bryan County, OK",Data suppressed,Data suppressed,15,Data suppressed,0
2008,"Buchanan County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Buchanan County, MO",19,18,72,17,0
2008,"Buchanan County, VA",Data suppressed,Data suppressed,11,Data suppressed,Data suppressed
2008,"Buckingham County, VA",12,20,24,12,0
2008,"Bucks County, PA",158,85,335,39,6
2008,"Buena Vista City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Buena Vista County, IA",Data suppressed,0,Data suppressed,Data suppressed,0
2008,"Buffalo County, NE",5,Data suppressed,7,Data suppressed,0
2008,"Buffalo County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Buffalo County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Bullitt County, KY",Data suppressed,Data suppressed,16,Data suppressed,0
2008,"Bulloch County, GA",70,23,59,Data suppressed,Data suppressed
2008,"Bullock County, AL",13,Data suppressed,10,Data suppressed,0
2008,"Buncombe County, NC",84,69,235,Data suppressed,Data suppressed
2008,"Bureau County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Burke County, GA",39,Data suppressed,42,Data suppressed,0
2008,"Burke County, NC",15,10,41,Data suppressed,Data suppressed
2008,"Burke County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Burleigh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Burleson County, TX",Data suppressed,Data suppressed,7,0,Data suppressed
2008,"Burlington County, NJ",209,194,282,51,11
2008,"Burnet County, TX",5,9,15,Data suppressed,Data suppressed
2008,"Burnett County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Burt County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butler County, AL",15,Data suppressed,12,Data suppressed,0
2008,"Butler County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butler County, KS",Data suppressed,Data suppressed,15,5,0
2008,"Butler County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butler County, MO",10,Data suppressed,10,Data suppressed,0
2008,"Butler County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butler County, OH",51,19,139,Data suppressed,Data suppressed
2008,"Butler County, PA",11,Data suppressed,32,Data suppressed,Data suppressed
2008,"Butte County, CA",37,35,85,22,5
2008,"Butte County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butte County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Butts County, GA",69,30,103,14,0
2008,"Cabarrus County, NC",72,27,95,Data suppressed,Data suppressed
2008,"Cabell County, WV",32,18,88,10,0
2008,"Cache County, UT",5,Data suppressed,17,Data suppressed,Data suppressed
2008,"Caddo County, OK",8,8,17,Data suppressed,Data suppressed
2008,"Caddo Parish, LA",212,72,328,46,14
2008,"Calaveras County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calcasieu Parish, LA",148,77,181,50,6
2008,"Caldwell County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Caldwell County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Caldwell County, NC",12,Data suppressed,28,Data suppressed,0
2008,"Caldwell County, TX",10,Data suppressed,21,Data suppressed,0
2008,"Caldwell Parish, LA",Data suppressed,0,5,Data suppressed,Data suppressed
2008,"Caledonia County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calhoun County, AL",52,22,72,10,0
2008,"Calhoun County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calhoun County, FL",11,13,19,10,0
2008,"Calhoun County, GA",16,Data suppressed,27,Data suppressed,0
2008,"Calhoun County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calhoun County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calhoun County, MI",38,12,48,Data suppressed,Data suppressed
2008,"Calhoun County, MS",Data suppressed,0,Data suppressed,0,0
2008,"Calhoun County, SC",12,Data suppressed,9,Data suppressed,0
2008,"Calhoun County, TX",Data suppressed,0,7,Data suppressed,0
2008,"Calhoun County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Callahan County, TX",0,0,6,0,0
2008,"Callaway County, MO",14,31,47,32,0
2008,"Calloway County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calumet County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Calvert County, MD",41,6,24,0,0
2008,"Camas County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cambria County, PA",19,30,42,Data suppressed,Data suppressed
2008,"Camden County, GA",21,11,27,Data suppressed,Data suppressed
2008,"Camden County, MO",Data suppressed,Data suppressed,6,0,0
2008,"Camden County, NC",Data suppressed,0,Data suppressed,Data suppressed,0
2008,"Camden County, NJ",481,414,576,98,28
2008,"Cameron County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cameron County, TX",126,65,260,39,5
2008,"Cameron Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Camp County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Campbell County, KY",17,5,51,Data suppressed,Data suppressed
2008,"Campbell County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Campbell County, TN",5,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Campbell County, VA",17,8,18,Data suppressed,Data suppressed
2008,"Campbell County, WY",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2008,"Canadian County, OK",16,10,51,Data suppressed,Data suppressed
2008,"Candler County, GA",Data suppressed,Data suppressed,7,Data suppressed,0
2008,"Cannon County, TN",Data suppressed,Data suppressed,7,Data suppressed,0
2008,"Canyon County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cape Girardeau County, MO",6,Data suppressed,33,Data suppressed,Data suppressed
2008,"Cape May County, NJ",58,68,54,Data suppressed,Data suppressed
2008,"Carbon County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carbon County, PA",22,Data suppressed,13,Data suppressed,0
2008,"Carbon County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carbon County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Caribou County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carlisle County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carlton County, MN",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2008,"Caroline County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Caroline County, VA",18,Data suppressed,13,Data suppressed,0
2008,"Carroll County, AR",6,Data suppressed,21,Data suppressed,0
2008,"Carroll County, GA",54,14,109,Data suppressed,Data suppressed
2008,"Carroll County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, MD",24,33,45,Data suppressed,Data suppressed
2008,"Carroll County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, MS",8,Data suppressed,7,Data suppressed,0
2008,"Carroll County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carroll County, OH",Data suppressed,Data suppressed,Data suppressed,0,0
2008,"Carroll County, TN",5,Data suppressed,13,Data suppressed,0
2008,"Carroll County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2008,"Carson City, NV",15,50,43,Data suppressed,Data suppressed
2008,"Carson County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carter County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carter County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Carter County, MT",0,0,0,0,0
2008,"Carter County, OK",Data suppressed,7,15,Data suppressed,0
2008,"Carter County, TN",10,7,17,Data suppressed,Data suppressed
2008,"Carteret County, NC",15,9,21,5,0
2008,"Carver County, MN",6,Data suppressed,21,Data suppressed,Data suppressed
2008,"Cascade County, MT",5,Data suppressed,9,Data suppressed,0
2008,"Casey County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, IA",Data suppressed,0,Data suppressed,Data suppressed,0
2008,"Cass County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, IN",7,Data suppressed,17,Data suppressed,0
2008,"Cass County, MI",9,Data suppressed,15,Data suppressed,Data suppressed
2008,"Cass County, MN",Data suppressed,Data suppressed,Data suppressed,0,0
2008,"Cass County, MO",6,Data suppressed,27,Data suppressed,0
2008,"Cass County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, NE",Data suppressed,Data suppressed,6,0,Data suppressed
2008,"Cass County, TX",8,0,12,Data suppressed,Data suppressed
2008,"Cassia County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Castro County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Caswell County, NC",10,7,14,Data suppressed,Data suppressed
2008,"Catahoula Parish, LA",13,Data suppressed,Data suppressed,0,0
2008,"Catawba County, NC",42,16,90,Data suppressed,Data suppressed
2008,"Catoosa County, GA",9,Data suppressed,27,Data suppressed,Data suppressed
2008,"Catron County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cattaraugus County, NY",23,28,17,Data suppressed,Data suppressed
2008,"Cavalier County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cayuga County, NY",39,68,47,19,5
2008,"Cecil County, MD",22,27,38,Data suppressed,Data suppressed
2008,"Cedar County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cedar County, MO",0,0,Data suppressed,Data suppressed,0
2008,"Cedar County, NE",0,0,0,0,0
2008,"Centre County, PA",27,32,46,14,0
2008,"Cerro Gordo County, IA",5,Data suppressed,7,Data suppressed,0
2008,"Chaffee County, CO",0,Data suppressed,Data suppressed,Data suppressed,0
2008,"Chambers County, AL",31,7,35,Data suppressed,Data suppressed
2008,"Chambers County, TX",Data suppressed,Data suppressed,5,Data suppressed,0
2008,"Champaign County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Champaign County, OH",7,Data suppressed,11,Data suppressed,0
2008,"Chariton County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charles City County, VA",8,Data suppressed,Data suppressed,0,0
2008,"Charles County, MD",118,37,113,10,6
2008,"Charles Mix County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charleston County, SC",489,226,666,100,20
2008,"Charlevoix County, MI",Data suppressed,0,6,Data suppressed,0
2008,"Charlotte County, FL",61,30,84,Data suppressed,Data suppressed
2008,"Charlotte County, VA",6,0,Data suppressed,0,Data suppressed
2008,"Charlottesville City, VA",37,17,79,Data suppressed,Data suppressed
2008,"Charlton County, GA",6,Data suppressed,8,Data suppressed,0
2008,"Chase County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chase County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chatham County, GA",494,194,514,65,19
2008,"Chatham County, NC",32,Data suppressed,43,Data suppressed,0
2008,"Chattahoochee County, GA",5,Data suppressed,Data suppressed,0,0
2008,"Chattooga County, GA",13,Data suppressed,28,Data suppressed,0
2008,"Chautauqua County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chautauqua County, NY",49,59,83,Data suppressed,Data suppressed
2008,"Chaves County, NM",Data suppressed,8,17,Data suppressed,0
2008,"Cheatham County, TN",9,Data suppressed,29,Data suppressed,0
2008,"Cheboygan County, MI",Data suppressed,0,Data suppressed,Data suppressed,0
2008,"Chelan County, WA",11,5,12,Data suppressed,Data suppressed
2008,"Chemung County, NY",21,68,63,Data suppressed,Data suppressed
2008,"Chenango County, NY",Data suppressed,11,21,Data suppressed,Data suppressed
2008,"Cherokee County, AL",7,Data suppressed,9,Data suppressed,0
2008,"Cherokee County, GA",47,15,156,Data suppressed,Data suppressed
2008,"Cherokee County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cherokee County, KS",5,Data suppressed,Data suppressed,Data suppressed,0
2008,"Cherokee County, NC",Data suppressed,Data suppressed,6,Data suppressed,0
2008,"Cherokee County, OK",0,Data suppressed,17,Data suppressed,Data suppressed
2008,"Cherokee County, SC",25,8,20,6,0
2008,"Cherokee County, TX",27,13,27,Data suppressed,Data suppressed
