Year,Geography,Female,,Male,
2008,"Liberty County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Liberty County, GA",41,177.3,57,268.5
2008,"Liberty County, MT",0,0,0,0
2008,"Liberty County, TX",103,327.7,62,208.9
2008,"Licking County, OH",22,32.8,71,112.8
2008,"Limestone County, AL",17,54.4,73,227.2
2008,"Limestone County, TX",5,55.4,10,105.1
2008,"Lincoln County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, CO",0,0,5,188.3
2008,"Lincoln County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, MO",6,27.9,12,57.2
2008,"Lincoln County, MS",14,94.5,29,216.3
2008,"Lincoln County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, NC",7,22.3,35,115
2008,"Lincoln County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, NM",5,54.5,8,90.9
2008,"Lincoln County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, OR",9,43,22,114.5
2008,"Lincoln County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, TN",5,34.6,12,91.1
2008,"Lincoln County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lincoln Parish, LA",12,64.3,43,244.1
2008,"Linn County, IA",19,21.6,84,100.8
2008,"Linn County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Linn County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Linn County, OR",14,28.8,35,74.7
2008,"Lipscomb County, TX",0,0,0,0
2008,"Litchfield County, CT",33,40.1,129,164.5
2008,"Little River County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Live Oak County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Livingston County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Livingston County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Livingston County, MI",5,6.6,30,39.4
2008,"Livingston County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Livingston County, NY",27,98.8,139,511.5
2008,"Livingston Parish, LA",35,71,71,149.5
2008,"Llano County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, KS",0,0,0,0
2008,"Logan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Logan County, OK",12,73.9,37,235.5
2008,"Logan County, WV",0,0,10,69.6
2008,"Long County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lonoke County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lorain County, OH",57,44.1,457,369.2
2008,"Los Alamos County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Los Angeles County, CA","4,536",111.9,"33,960",864.2
2008,"Loudon County, TN",8,39.5,16,83.9
2008,"Loudoun County, VA",64,56.4,172,155.4
2008,"Louisa County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Louisa County, VA",10,70.8,18,134.9
2008,"Loup County, NE",0,0,0,0
2008,"Love County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Loving County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lowndes County, AL",15,269.5,23,484.2
2008,"Lowndes County, GA",170,389.3,165,394.5
2008,"Lowndes County, MS",44,169.4,84,381.3
2008,"Lubbock County, TX",61,54.8,219,207.9
2008,"Lucas County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lucas County, OH",229,113.7,535,290.5
2008,"Luce County, MI",0,0,0,0
2008,"Lumpkin County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Luna County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lunenburg County, VA",5,97.7,20,333.3
2008,"Luzerne County, PA",61,44,196,151
2008,"Lycoming County, PA",88,172.9,95,195.2
2008,"Lyman County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lynchburg City, VA",60,175.9,95,338.7
2008,"Lynn County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lyon County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lyon County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lyon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lyon County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Lyon County, NV",7,32.9,23,104.3
2008,"Mackinac County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Macomb County, MI",77,21.6,419,123.9
2008,"Macon County, AL",24,229.9,66,767.5
2008,"Macon County, GA",20,365.6,37,667.9
2008,"Macon County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Macon County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Macon County, NC",6,40,14,104.3
2008,"Macon County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Macoupin County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madera County, CA",81,132.1,40,72.8
2008,"Madison County, AL",121,88,401,311.9
2008,"Madison County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, FL",20,264.5,62,741.2
2008,"Madison County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, IA",0,0,7,112.1
2008,"Madison County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, IN",26,46.8,133,244.2
2008,"Madison County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, MS",73,186.5,124,360.9
2008,"Madison County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, NC",0,0,13,152.7
2008,"Madison County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, NY",9,29.7,26,88.7
2008,"Madison County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison County, TN",45,107.8,123,326.6
2008,"Madison County, TX",8,179.1,8,118
2008,"Madison County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Madison Parish, LA",21,434.9,33,715.2
2008,"Magoffin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mahaska County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mahnomen County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mahoning County, OH",117,109.8,270,280.6
2008,"Major County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Malheur County, OR",5,43.1,14,103.2
2008,"Manassas City, VA",31,231.9,103,750.3
2008,"Manassas Park City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Manatee County, FL",277,200.9,481,369.4
2008,"Manistee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Manitowoc County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marathon County, WI",9,16.5,30,55.3
2008,"Marengo County, AL",8,85.8,17,211.2
2008,"Maricopa County, AZ","1,016",64.9,"6,799",429.1
2008,"Maries County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marin County, CA",65,60.9,778,738.1
2008,"Marinette County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, AR",0,0,7,96.6
2008,"Marion County, FL",375,257.9,355,262.8
2008,"Marion County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, IN",596,159.9,"2,651",775.6
2008,"Marion County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marion County, MS",21,193.7,23,232.8
2008,"Marion County, OH",7,26.8,60,205.7
2008,"Marion County, OR",44,35.2,263,206.3
2008,"Marion County, SC",67,440.9,69,543.7
2008,"Marion County, TN",7,57.9,15,131.5
2008,"Marion County, TX",7,149.7,7,163
2008,"Marion County, WV",5,19.7,19,82.3
2008,"Mariposa County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marlboro County, SC",34,297.8,68,532
2008,"Marquette County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marquette County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, AL",24,64.8,47,134.8
2008,"Marshall County, IA",6,37.1,18,114.5
2008,"Marshall County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, MS",22,142,41,275.7
2008,"Marshall County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Marshall County, TN",12,95.2,11,90.3
2008,"Marshall County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Martin County, FL",95,155.4,315,526.1
2008,"Martin County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Martin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Martin County, MN",0,0,6,71.2
2008,"Martin County, NC",35,328.9,34,380
2008,"Martin County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Martinsville City, VA",5,73.3,20,366
2008,"Mason County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mason County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mason County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mason County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mason County, WA",6,25.2,69,272.7
2008,"Mason County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Massac County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Matagorda County, TX",20,133.5,23,156.1
2008,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mathews County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Maui County, HI",24,40.2,200,328.3
2008,"Maury County, TN",22,62.5,66,200.2
2008,"Maverick County, TX",9,44,22,122.9
2008,"Mayes County, OK",5,29.9,13,80.2
2008,"Mcclain County, OK",5,37.3,17,130.2
2008,"Mccone County, MT",0,0,0,0
2008,"Mccook County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mccormick County, SC",12,285.9,45,915.9
2008,"Mccracken County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mccreary County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcculloch County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mccurtain County, OK",7,49.1,8,62
2008,"Mcdonald County, MO",5,55.5,9,97.6
2008,"Mcdonough County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcdowell County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcdowell County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcduffie County, GA",9,95.4,12,146.7
2008,"Mchenry County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mchenry County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcintosh County, GA",18,365.6,14,306.1
2008,"Mcintosh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcintosh County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mckean County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mckenzie County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mckinley County, NM",16,56.5,53,205.2
2008,"Mclean County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mclean County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mclean County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mclennan County, TX",89,91.7,209,230.7
2008,"Mcleod County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcminn County, TN",8,34.9,32,152
2008,"Mcmullen County, TX",0,0,0,0
2008,"Mcnairy County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcpherson County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mcpherson County, NE",0,0,0,0
2008,"Mcpherson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Meade County, KS",0,0,0,0
2008,"Meade County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Meade County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Meagher County, MT",0,0,0,0
2008,"Mecklenburg County, NC","1,199",323.9,"2,729",783.4
2008,"Mecklenburg County, VA",32,226.9,46,339.9
2008,"Mecosta County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Medina County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Medina County, TX",5,28.3,24,130
2008,"Meeker County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Meigs County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Meigs County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mellette County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Menard County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Menard County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Mendocino County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Menifee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Menominee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Menominee County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
