State,County,Geography,FIPS,Cases,Rate per 100000,Population,Indicator,Year
OK,Bryan County,"Bryan County, OK",40013,0,0,"39,190",HIV diagnoses,2018
VA,Buchanan County,"Buchanan County, VA",51027,0,0,"18,694",HIV diagnoses,2018
MO,Buchanan County,"Buchanan County, MO",29021,5,6.7,"74,119",HIV diagnoses,2018
IA,Buchanan County,"Buchanan County, IA",19019,0,0,"17,326",HIV diagnoses,2018
VA,Buckingham County,"Buckingham County, VA",51029,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Bucks County,"Bucks County, PA",42017,40,7.4,"540,467",HIV diagnoses,2018
VA,Buena Vista City,"Buena Vista City, VA",51530,0,0,"5,512",HIV diagnoses,2018
IA,Buena Vista County,"Buena Vista County, IA",19021,0,0,"16,139",HIV diagnoses,2018
WI,Buffalo County,"Buffalo County, WI",55011,0,0,"11,199",HIV diagnoses,2018
SD,Buffalo County,"Buffalo County, SD",46017,0,0,"1,441",HIV diagnoses,2018
NE,Buffalo County,"Buffalo County, NE",31019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Bullitt County,"Bullitt County, KY",21029,5,7.3,"68,738",HIV diagnoses,2018
GA,Bulloch County,"Bulloch County, GA",13031,8,12.1,"66,048",HIV diagnoses,2018
AL,Bullock County,"Bullock County, AL",1011,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Buncombe County,"Buncombe County, NC",37021,11,4.9,"225,064",HIV diagnoses,2018
IL,Bureau County,"Bureau County, IL",17011,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Burke County,"Burke County, GA",13033,7,38.3,"18,286",HIV diagnoses,2018
ND,Burke County,"Burke County, ND",38013,0,0,"1,708",HIV diagnoses,2018
NC,Burke County,"Burke County, NC",37023,5,6.4,"78,606",HIV diagnoses,2018
ND,Burleigh County,"Burleigh County, ND",38015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Burleson County,"Burleson County, TX",48051,0,0,"15,473",HIV diagnoses,2018
NJ,Burlington County,"Burlington County, NJ",34005,38,10,"381,167",HIV diagnoses,2018
TX,Burnet County,"Burnet County, TX",48053,5,12.4,"40,366",HIV diagnoses,2018
WI,Burnett County,"Burnett County, WI",55013,0,0,"13,494",HIV diagnoses,2018
NE,Burt County,"Burt County, NE",31021,0,0,"5,468",HIV diagnoses,2018
AL,Butler County,"Butler County, AL",1013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Butler County,"Butler County, PA",42019,0,0,"161,622",HIV diagnoses,2018
OH,Butler County,"Butler County, OH",39017,30,9.4,"318,878",HIV diagnoses,2018
NE,Butler County,"Butler County, NE",31023,0,0,"6,766",HIV diagnoses,2018
MO,Butler County,"Butler County, MO",29023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Butler County,"Butler County, KY",21031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Butler County,"Butler County, KS",20015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Butler County,"Butler County, IA",19023,0,0,"12,247",HIV diagnoses,2018
ID,Butte County,"Butte County, ID",16023,0,0,"2,175",HIV diagnoses,2018
CA,Butte County,"Butte County, CA",6007,9,4.5,"197,954",HIV diagnoses,2018
SD,Butte County,"Butte County, SD",46019,0,0,"8,462",HIV diagnoses,2018
GA,Butts County,"Butts County, GA",13035,9,43.8,"20,550",HIV diagnoses,2018
NC,Cabarrus County,"Cabarrus County, NC",37025,13,7.5,"173,249",HIV diagnoses,2018
WV,Cabell County,"Cabell County, WV",54011,16,20,"79,983",HIV diagnoses,2018
UT,Cache County,"Cache County, UT",49005,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Caddo County,"Caddo County, OK",40015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Caddo Parish,"Caddo Parish, LA",22017,53,26.4,"200,917",HIV diagnoses,2018
CA,Calaveras County,"Calaveras County, CA",6009,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Calcasieu Parish,"Calcasieu Parish, LA",22019,33,19.9,"166,129",HIV diagnoses,2018
TX,Caldwell County,"Caldwell County, TX",48055,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Caldwell County,"Caldwell County, NC",37027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Caldwell County,"Caldwell County, MO",29025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Caldwell County,"Caldwell County, KY",21033,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Caldwell Parish,"Caldwell Parish, LA",22021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VT,Caledonia County,"Caledonia County, VT",50005,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Calhoun County,"Calhoun County, WV",54013,0,0,"6,285",HIV diagnoses,2018
IL,Calhoun County,"Calhoun County, IL",17013,0,0,"4,105",HIV diagnoses,2018
GA,Calhoun County,"Calhoun County, GA",13037,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Calhoun County,"Calhoun County, FL",12013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Calhoun County,"Calhoun County, AR",5013,0,0,"4,577",HIV diagnoses,2018
AL,Calhoun County,"Calhoun County, AL",1015,9,9.3,"96,828",HIV diagnoses,2018
TX,Calhoun County,"Calhoun County, TX",48057,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Calhoun County,"Calhoun County, SC",45017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Calhoun County,"Calhoun County, MS",28013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Calhoun County,"Calhoun County, MI",26025,10,8.9,"112,601",HIV diagnoses,2018
IA,Calhoun County,"Calhoun County, IA",19025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Callahan County,"Callahan County, TX",48059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Callaway County,"Callaway County, MO",29027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Calloway County,"Calloway County, KY",21035,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Calumet County,"Calumet County, WI",55015,0,0,"41,946",HIV diagnoses,2018
MD,Calvert County,"Calvert County, MD",24009,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Camas County,"Camas County, ID",16025,0,0,939,HIV diagnoses,2018
PA,Cambria County,"Cambria County, PA",42021,7,6.1,"114,011",HIV diagnoses,2018
GA,Camden County,"Camden County, GA",13039,6,13.7,"43,945",HIV diagnoses,2018
NC,Camden County,"Camden County, NC",37029,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Camden County,"Camden County, NJ",34007,52,12.2,"424,747",HIV diagnoses,2018
MO,Camden County,"Camden County, MO",29029,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Cameron County,"Cameron County, TX",48061,46,13.8,"332,366",HIV diagnoses,2018
PA,Cameron County,"Cameron County, PA",42023,0,0,"3,944",HIV diagnoses,2018
LA,Cameron Parish,"Cameron Parish, LA",22023,0,0,"5,900",HIV diagnoses,2018
TX,Camp County,"Camp County, TX",48063,0,0,"10,510",HIV diagnoses,2018
WY,Campbell County,"Campbell County, WY",56005,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Campbell County,"Campbell County, VA",51031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Campbell County,"Campbell County, TN",47013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Campbell County,"Campbell County, SD",46021,0,0,"1,223",HIV diagnoses,2018
KY,Campbell County,"Campbell County, KY",21037,11,13.9,"79,267",HIV diagnoses,2018
OK,Canadian County,"Canadian County, OK",40017,9,7.7,"117,248",HIV diagnoses,2018
GA,Candler County,"Candler County, GA",13043,0,0,"8,909",HIV diagnoses,2018
TN,Cannon County,"Cannon County, TN",47015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Canyon County,"Canyon County, ID",16027,5,2.8,"177,930",HIV diagnoses,2018
MO,Cape Girardeau County,"Cape Girardeau County, MO",29031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Cape May County,"Cape May County, NJ",34009,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WY,Carbon County,"Carbon County, WY",56007,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Carbon County,"Carbon County, UT",49007,0,0,"16,587",HIV diagnoses,2018
PA,Carbon County,"Carbon County, PA",42025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Carbon County,"Carbon County, MT",30009,0,0,"9,451",HIV diagnoses,2018
ID,Caribou County,"Caribou County, ID",16029,0,0,"5,643",HIV diagnoses,2018
KY,Carlisle County,"Carlisle County, KY",21039,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Carlton County,"Carlton County, MN",27017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Caroline County,"Caroline County, VA",51033,6,23.5,"25,553",HIV diagnoses,2018
MD,Caroline County,"Caroline County, MD",24011,0,0,"27,709",HIV diagnoses,2018
VA,Carroll County,"Carroll County, VA",51035,0,0,"25,921",HIV diagnoses,2018
IL,Carroll County,"Carroll County, IL",17015,0,0,"12,379",HIV diagnoses,2018
GA,Carroll County,"Carroll County, GA",13045,8,8.1,"98,234",HIV diagnoses,2018
AR,Carroll County,"Carroll County, AR",5015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Carroll County,"Carroll County, TN",47017,0,0,"23,713",HIV diagnoses,2018
OH,Carroll County,"Carroll County, OH",39019,0,0,"23,209",HIV diagnoses,2018
NH,Carroll County,"Carroll County, NH",33003,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Carroll County,"Carroll County, MO",29033,0,0,"7,327",HIV diagnoses,2018
MS,Carroll County,"Carroll County, MS",28015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Carroll County,"Carroll County, MD",24013,6,4.2,"143,326",HIV diagnoses,2018
KY,Carroll County,"Carroll County, KY",21041,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Carroll County,"Carroll County, IA",19027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Carroll County,"Carroll County, IN",18015,0,0,"17,027",HIV diagnoses,2018
NV,Carson City,"Carson City, NV",32510,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Carson County,"Carson County, TX",48065,0,0,"5,021",HIV diagnoses,2018
TN,Carter County,"Carter County, TN",47019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Carter County,"Carter County, OK",40019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Carter County,"Carter County, MT",30011,0,0,"1,038",HIV diagnoses,2018
MO,Carter County,"Carter County, MO",29035,0,0,"5,046",HIV diagnoses,2018
KY,Carter County,"Carter County, KY",21043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Carteret County,"Carteret County, NC",37031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Carver County,"Carver County, MN",27019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Cascade County,"Cascade County, MT",30013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Casey County,"Casey County, KY",21045,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Cass County,"Cass County, IL",17017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Cass County,"Cass County, TX",48067,0,0,"25,324",HIV diagnoses,2018
ND,Cass County,"Cass County, ND",38017,19,12.6,"150,525",HIV diagnoses,2018
NE,Cass County,"Cass County, NE",31025,0,0,"21,746",HIV diagnoses,2018
MO,Cass County,"Cass County, MO",29037,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Cass County,"Cass County, MN",27021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Cass County,"Cass County, MI",26027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Cass County,"Cass County, IA",19029,0,0,"10,903",HIV diagnoses,2018
IN,Cass County,"Cass County, IN",18017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Cassia County,"Cassia County, ID",16031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Castro County,"Castro County, TX",48069,0,0,"6,103",HIV diagnoses,2018
NC,Caswell County,"Caswell County, NC",37033,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Catahoula Parish,"Catahoula Parish, LA",22025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Catawba County,"Catawba County, NC",37035,16,11.9,"134,099",HIV diagnoses,2018
GA,Catoosa County,"Catoosa County, GA",13047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NM,Catron County,"Catron County, NM",35003,0,0,"3,287",HIV diagnoses,2018
NY,Cattaraugus County,"Cattaraugus County, NY",36009,0,0,"64,987",HIV diagnoses,2018
ND,Cavalier County,"Cavalier County, ND",38019,0,0,"3,195",HIV diagnoses,2018
NY,Cayuga County,"Cayuga County, NY",36011,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Cecil County,"Cecil County, MD",24015,8,9.2,"86,633",HIV diagnoses,2018
NE,Cedar County,"Cedar County, NE",31027,0,0,"6,911",HIV diagnoses,2018
MO,Cedar County,"Cedar County, MO",29039,0,0,"11,741",HIV diagnoses,2018
IA,Cedar County,"Cedar County, IA",19031,0,0,"15,805",HIV diagnoses,2018
PA,Centre County,"Centre County, PA",42027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Cerro Gordo County,"Cerro Gordo County, IA",19033,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Chaffee County,"Chaffee County, CO",8015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Chambers County,"Chambers County, AL",1017,10,35,"28,581",HIV diagnoses,2018
TX,Chambers County,"Chambers County, TX",48071,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Champaign County,"Champaign County, IL",17019,18,9.9,"181,417",HIV diagnoses,2018
OH,Champaign County,"Champaign County, OH",39021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Chariton County,"Chariton County, MO",29041,0,0,"6,253",HIV diagnoses,2018
VA,Charles City County,"Charles City County, VA",51036,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Charles County,"Charles County, MD",24017,26,19.3,"134,386",HIV diagnoses,2018
SD,Charles Mix County,"Charles Mix County, SD",46023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Charleston County,"Charleston County, SC",45019,81,23.4,"346,558",HIV diagnoses,2018
MI,Charlevoix County,"Charlevoix County, MI",26029,0,0,"22,893",HIV diagnoses,2018
VA,Charlotte County,"Charlotte County, VA",51037,0,0,"10,163",HIV diagnoses,2018
FL,Charlotte County,"Charlotte County, FL",12015,7,4.1,"169,763",HIV diagnoses,2018
VA,Charlottesville City,"Charlottesville City, VA",51540,11,26.1,"42,165",HIV diagnoses,2018
GA,Charlton County,"Charlton County, GA",13049,11,98.7,"11,148",HIV diagnoses,2018
NE,Chase County,"Chase County, NE",31029,0,0,"3,253",HIV diagnoses,2018
KS,Chase County,"Chase County, KS",20017,0,0,"2,253",HIV diagnoses,2018
GA,Chatham County,"Chatham County, GA",13051,71,29.1,"244,130",HIV diagnoses,2018
NC,Chatham County,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Chattahoochee County,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Chattooga County,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Chautauqua County,"Chautauqua County, NY",36013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Chautauqua County,"Chautauqua County, KS",20019,0,0,"2,837",HIV diagnoses,2018
NM,Chaves County,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Cheatham County,"Cheatham County, TN",47021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Cheboygan County,"Cheboygan County, MI",26031,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Chelan County,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Chemung County,"Chemung County, NY",36015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Chenango County,"Chenango County, NY",36017,0,0,"40,681",HIV diagnoses,2018
GA,Cherokee County,"Cherokee County, GA",13057,15,7.1,"211,103",HIV diagnoses,2018
AL,Cherokee County,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Cherokee County,"Cherokee County, TX",48073,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Cherokee County,"Cherokee County, SC",45021,9,18.9,"47,704",HIV diagnoses,2018
OK,Cherokee County,"Cherokee County, OK",40021,0,0,"41,021",HIV diagnoses,2018
NC,Cherokee County,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Cherokee County,"Cherokee County, KS",20021,0,0,"16,818",HIV diagnoses,2018
IA,Cherokee County,"Cherokee County, IA",19035,0,0,"9,533",HIV diagnoses,2018
NE,Cherry County,"Cherry County, NE",31031,0,0,"4,780",HIV diagnoses,2018
VA,Chesapeake City,"Chesapeake City, VA",51550,28,13.9,"201,190",HIV diagnoses,2018
NH,Cheshire County,"Cheshire County, NH",33005,0,0,"66,924",HIV diagnoses,2018
TN,Chester County,"Chester County, TN",47023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Chester County,"Chester County, SC",45023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Chester County,"Chester County, PA",42029,12,2.7,"439,923",HIV diagnoses,2018
VA,Chesterfield County,"Chesterfield County, VA",51041,33,11.4,"290,594",HIV diagnoses,2018
SC,Chesterfield County,"Chesterfield County, SC",45025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Cheyenne County,"Cheyenne County, CO",8017,0,0,"1,516",HIV diagnoses,2018
NE,Cheyenne County,"Cheyenne County, NE",31033,0,0,"7,740",HIV diagnoses,2018
KS,Cheyenne County,"Cheyenne County, KS",20023,0,0,"2,245",HIV diagnoses,2018
MS,Chickasaw County,"Chickasaw County, MS",28017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Chickasaw County,"Chickasaw County, IA",19037,0,0,"9,976",HIV diagnoses,2018
AR,Chicot County,"Chicot County, AR",5017,0,0,"8,751",HIV diagnoses,2018
TX,Childress County,"Childress County, TX",48075,0,0,"6,281",HIV diagnoses,2018
AL,Chilton County,"Chilton County, AL",1021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Chippewa County,"Chippewa County, WI",55017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Chippewa County,"Chippewa County, MN",27023,0,0,"9,847",HIV diagnoses,2018
MI,Chippewa County,"Chippewa County, MI",26033,0,0,"32,644",HIV diagnoses,2018
MN,Chisago County,"Chisago County, MN",27025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VT,Chittenden County,"Chittenden County, VT",50007,7,4.9,"144,117",HIV diagnoses,2018
AL,Choctaw County,"Choctaw County, AL",1023,0,0,"11,071",HIV diagnoses,2018
OK,Choctaw County,"Choctaw County, OK",40023,0,0,"12,136",HIV diagnoses,2018
MS,Choctaw County,"Choctaw County, MS",28019,0,0,"6,986",HIV diagnoses,2018
MT,Chouteau County,"Chouteau County, MT",30015,0,0,"4,852",HIV diagnoses,2018
NC,Chowan County,"Chowan County, NC",37041,0,0,"12,090",HIV diagnoses,2018
IL,Christian County,"Christian County, IL",17021,0,0,"28,042",HIV diagnoses,2018
MO,Christian County,"Christian County, MO",29043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Christian County,"Christian County, KY",21047,0,0,"56,747",HIV diagnoses,2018
NV,Churchill County,"Churchill County, NV",32001,0,0,"20,414",HIV diagnoses,2018
NM,Cibola County,"Cibola County, NM",35006,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Cimarron County,"Cimarron County, OK",40025,0,0,"1,764",HIV diagnoses,2018
FL,Citrus County,"Citrus County, FL",12017,9,6.8,"132,485",HIV diagnoses,2018
OR,Clackamas County,"Clackamas County, OR",41005,17,4.8,"353,037",HIV diagnoses,2018
