Full Name,AI_AN Diag 08,AI_AN Diag Rate 08,Asian Diag 08,Asian Diag Rate 08,Black Diag 08,Black Diag Rate 08,Latino Diag 08,Latino Diag Rate 08,Multi Diag 08,Multi Diag Rate 08,NH_OPI Diag 08,NH_OPI Diag Rate 08,White Diag 08,White Diag Rate 08,AI_AN Diag 09,AI_AN Diag Rate 09,Asian Diag 09,Asian Diag Rate 09,Black Diag 09,Black Diag Rate 09,Latino Diag 09,Latino Diag Rate 09,Multi Diag 09,Multi Diag Rate 09,NH_OPI Diag 09,NH_OPI Diag Rate 09,White Diag 09,White Diag Rate 09,AI_AN Diag 10,AI_AN Diag Rate 10,Asian Diag 10,Asian Diag Rate 10,Black Diag 10,Black Diag Rate 10,Latino Diag 10,Latino Diag Rate 10,Multi Diag 10,Multi Diag Rate 10,NH_OPI Diag 10,NH_OPI Diag Rate 10,White Diag 10,White Diag Rate 10,AI_AN Diag 11,AI_AN Diag Rate 11,Asian Diag 11,Asian Diag Rate 11,Black Diag 11,Black Diag Rate 11,Latino Diag 11,Latino Diag Rate 11,Multi Diag 11,Multi Diag Rate 11,NH_OPI Diag 11,NH_OPI Diag Rate 11,White Diag 11,White Diag Rate 11,AI_AN Diag 12,AI_AN Diag Rate 12,Asian Diag 12,Asian Diag Rate 12,Black Diag 12,Black Diag Rate 12,Latino Diag 12,Latino Diag Rate 12,Multi Diag 12,Multi Diag Rate 12,NH_OPI Diag 12,NH_OPI Diag Rate 12,White Diag 12,White Diag Rate 12,AI_AN Diag 13,AI_AN Diag Rate 13,Asian Diag 13,Asian Diag Rate 13,Black Diag 13,Black Diag Rate 13,Latino Diag 13,Latino Diag Rate 13,Multi Diag 13,Multi Diag Rate 13,NH_OPI Diag 13,NH_OPI Diag Rate 13,White Diag 13,White Diag Rate 13,AI_AN Diag 14,AI_AN Diag Rate 14,Asian Diag 14,Asian Diag Rate 14,Black Diag 14,Black Diag Rate 14,Latino Diag 14,Latino Diag Rate 14,Multi Diag 14,Multi Diag Rate 14,NH_OPI Diag 14,NH_OPI Diag Rate 14,White Diag 14,White Diag Rate 14,AI_AN Diag 15,AI_AN Diag Rate 15,Asian Diag 15,Asian Diag Rate 15,Black Diag 15,Black Diag Rate 15,Latino Diag 15,Latino Diag Rate 15,Multi Diag 15,Multi Diag Rate 15,NH_OPI Diag 15,NH_OPI Diag Rate 15,White Diag 15,White Diag Rate 15,AI_AN Diag 16,AI_AN Diag Rate 16,Asian Diag 16,Asian Diag Rate 16,Black Diag 16,Black Diag Rate 16,Latino Diag 16,Latino Diag Rate 16,Multi Diag 16,Multi Diag Rate 16,NH_OPI Diag 16,NH_OPI Diag Rate 16,White Diag 16,White Diag Rate 16,AI_AN Diag 17,AI_AN Diag Rate 17,Asian Diag 17,Asian Diag Rate 17,Black Diag 17,Black Diag Rate 17,Latino Diag 17,Latino Diag Rate 17,Multi Diag 17,Multi Diag Rate 17,NH_OPI Diag 17,NH_OPI Diag Rate 17,White Diag 17,White Diag Rate 17,AI_AN Diag 18,AI_AN Diag Rate 18,Asian Diag 18,Asian Diag Rate 18,Black Diag 18,Black Diag Rate 18,Latino Diag 18,Latino Diag Rate 18,Multi Diag 18,Multi Diag Rate 18,NH_OPI Diag 18,NH_OPI Diag Rate 18,White Diag 18,White Diag Rate 18
Cross County AR,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Crow Wing County MN,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowley County CO,0,0,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Culberson County TX,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Cullman County AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,,,5,7.8,0,0,0,0,,,0,0,,,,,7,10.8,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,6,9.2
Culpeper County VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Cumberland County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County NC,,,0,0,58,64.2,5,38.6,5,109.9,,,7,5.4,0,0,,,54,58.7,5,37,5,105.8,,,12,9.1,,,0,0,59,63.7,6,26.7,,,0,0,7,5.3,0,0,0,0,61,65.2,,,10,154.3,,,19,14.5,0,0,0,0,49,51.9,,,,,0,0,6,4.6,0,0,0,0,55,57.4,,,,,0,0,8,6.2,,,0,0,57,58.8,7,26.2,5,71.1,,,7,5.5,,,0,0,62,63.6,0,0,7,96.6,,,12,9.5,,,,,40,40.4,,,,,0,0,15,12,,,0,0,53,53.1,,,0,0,0,0,15,12.3,,,0,0,43,42.6,6,20.3,,,0,0,5,4.2
Cumberland County NJ,,,0,0,15,58.7,15,55.5,5,332.9,,,5,6.9,0,0,0,0,14,54.5,13,46.8,,,,,7,9.8,,,0,0,15,61.8,5,15.9,0,0,,,5,7.2,0,0,0,0,16,65.1,,,0,0,,,,,0,0,0,0,12,48.4,,,0,0,,,9,13.2,0,0,0,0,8,32.7,,,0,0,,,,,0,0,0,0,12,48.4,,,0,0,,,,,0,0,,,9,36.6,,,,,,,,,0,0,0,0,5,20.7,7,20.5,,,,,7,11,,,0,0,12,50.5,10,29,0,0,,,5,8,,,0,0,8,34.1,5,14.2,0,0,,,0,0
Cumberland County PA,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,11,6,0,0,0,0,,,,,0,0,,,7,3.8,0,0,0,0,,,,,0,0,,,5,2.7,0,0,0,0,,,,,0,0,,,6,3.3,0,0,0,0,,,0,0,0,0,,,12,6.5,0,0,0,0,,,0,0,0,0,,,7,3.8,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,6,87,0,0,,,,,0,0,0,0,,,,,0,0,,,5,2.7,,,,,,,,,,,,,,
Cumberland County TN,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Cumberland County VA,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Cuming County NE,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Currituck County NC,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Curry County NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Curry County OR,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0
Custer County CO,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Custer County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer County MT,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0
Custer County NE,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Custer County OK,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga County OH,0,0,0,0,132,44.6,25,59.3,13,139.8,0,0,68,9.7,0,0,0,0,123,41.5,15,34.6,9,95.8,0,0,57,8.2,0,0,,,101,33.2,17,37.7,13,106.1,,,43,6.3,0,0,0,0,128,42.2,18,38.6,11,87.7,0,0,46,6.8,0,0,,,122,40.2,31,64.3,16,123.6,,,44,6.5,0,0,0,0,133,43.7,28,55.8,16,118.4,0,0,53,7.9,0,0,,,144,47.3,19,36.6,13,93,,,31,4.6,0,0,,,134,44,17,31.8,8,55.5,,,45,6.8,0,0,0,0,142,46.8,10,18.1,5,33.7,0,0,36,5.5,0,0,5,14.5,95,31.4,10,17.5,5,32.7,0,0,32,4.9,0,0,0,0,96,31.8,17,28.6,,,,,34,5.3
Dade County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dade County MO,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,0,0,,,0,0,,,,,,,,,0,0,,,0,0,,,,,,,,,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0
Daggett County UT,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Dakota County MN,0,0,0,0,,,,,0,0,0,0,15,5.4,0,0,0,0,7,55.7,,,0,0,,,16,5.7,0,0,,,8,60.5,,,,,0,0,12,4.4,0,0,0,0,7,50.7,,,0,0,,,6,2.2,0,0,0,0,,,,,,,0,0,,,0,0,0,0,5,32.8,,,0,0,,,8,2.9,0,0,,,8,49.6,,,,,0,0,10,3.6,0,0,,,5,29.2,,,0,0,0,0,9,3.2,0,0,,,8,43.7,,,0,0,0,0,6,2.1,0,0,,,9,45.7,,,0,0,0,0,7,2.5,0,0,,,5,23.7,,,0,0,0,0,6,2.1
Dakota County NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale County AL,0,0,0,0,6,76.3,,,,,,,,,0,0,0,0,13,166.1,0,0,,,,,,,0,0,0,0,6,79.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,17,219.8,0,0,,,,,,,0,0,0,0,7,88.2,0,0,,,,,,,0,0,0,0,8,99.8,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,7,85.5,,,0,0,,,,
Dallam County TX,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Dallas County AL,,,0,0,14,63.5,0,0,,,,,0,0,,,0,0,8,36.7,0,0,0,0,,,0,0,,,0,0,5,20.9,0,0,0,0,,,0,0,,,0,0,9,37.9,0,0,,,,,0,0,,,0,0,13,55.3,0,0,0,0,,,0,0,,,0,0,12,51.4,0,0,,,,,,,,,0,0,6,25.8,,,0,0,,,,,,,0,0,5,21.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,7,31.3,0,0,0,0,,,0,0,,,0,0,8,36.5,0,0,0,0,,,0,0
Dallas County AR,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0
Dallas County IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County MO,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0
Dallas County TX,,,7,8.3,366,94.6,200,30,45,295.4,,,187,25.4,0,0,8,9.1,364,92.9,245,35.4,45,287.2,0,0,210,28.7,,,16,16.1,428,102.9,261,39.8,61,347.7,,,200,28.8,0,0,10,9.7,378,89,257,38.2,54,295.6,0,0,161,23.2,,,7,6.4,367,84.1,224,32.4,47,245.4,,,154,22,0,0,13,11.2,371,83.4,226,31.9,38,191.6,0,0,160,23.1,0,0,16,13.1,394,86.8,256,35.3,46,221.9,0,0,181,26.2,0,0,11,8.5,376,81,218,29.2,37,171.7,0,0,166,24.1,,,15,11.1,363,76.6,273,35.7,43,191.9,,,158,23.1,,,10,7.1,384,79.7,268,34.2,20,85.6,,,132,19.5,0,0,8,5.5,348,71.4,260,32.5,26,107.4,0,0,149,22.2
Dane County WI,0,0,,,12,73.4,,,,,0,0,12,3.4,0,0,0,0,7,41.3,,,,,0,0,15,4.2,0,0,0,0,9,48.6,5,24.4,,,,,20,5.8,0,0,,,,,,,,,0,0,10,2.9,0,0,0,0,6,30.8,5,23.4,0,0,0,0,13,3.7,0,0,,,8,40.5,,,,,0,0,13,3.6,,,,,6,30,,,,,0,0,13,3.6,0,0,0,0,7,34.3,,,,,0,0,10,2.7,0,0,,,13,62.2,,,,,0,0,6,1.6,0,0,0,0,5,23.3,,,,,0,0,16,4.3,0,0,,,10,45.6,6,23.4,0,0,,,13,3.5
Daniels County MT,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0
Danville City VA,,,0,0,8,49.2,0,0,0,0,,,,,,,0,0,7,43.2,0,0,0,0,,,,,,,0,0,8,48.1,0,0,0,0,,,,,,,0,0,6,35.7,0,0,0,0,,,,,,,0,0,7,41.4,0,0,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,6,35.4,0,0,0,0,,,,,,,0,0,7,41.3,,,0,0,,,,,,,0,0,,,0,0,0,0,,,,,,,0,0,6,35.6,0,0,0,0,,,0,0
Dare County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darke County OH,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Darlington County SC,,,0,0,12,53.7,0,0,0,0,,,0,0,0,0,0,0,9,40.4,0,0,0,0,,,,,0,0,0,0,11,48.2,,,0,0,,,,,0,0,0,0,23,101.3,0,0,,,,,0,0,0,0,0,0,13,57.2,,,0,0,,,,,0,0,0,0,12,52.7,,,0,0,,,,,0,0,0,0,7,30.7,0,0,0,0,,,,,0,0,0,0,12,52.4,0,0,,,,,,,0,0,0,0,5,21.8,0,0,0,0,,,,,0,0,0,0,9,39.4,,,0,0,,,5,15.7,0,0,0,0,11,48.4,,,0,0,,,,
Dauphin County PA,0,0,0,0,25,74.1,,,,,,,10,6.1,0,0,0,0,20,58.7,6,52.1,,,,,7,4.3,0,0,,,17,46,5,37.1,,,,,15,9.2,0,0,0,0,32,86.4,5,35.7,,,,,16,9.8,0,0,,,16,43.2,6,41.5,,,,,14,8.6,0,0,0,0,21,56.3,,,0,0,,,11,6.8,0,0,0,0,23,61.3,5,31.6,,,,,8,4.9,0,0,,,18,47.9,5,30.4,,,,,10,6.2,0,0,0,0,17,44.7,11,63.8,,,,,19,11.9,0,0,,,16,41.9,,,,,,,17,10.7,0,0,0,0,20,52,5,26.2,,,,,10,6.3
Davidson County NC,0,0,0,0,8,66.5,,,,,,,8,7.3,0,0,0,0,5,41.2,0,0,0,0,,,,,0,0,0,0,6,50.8,0,0,,,,,,,0,0,,,8,66.9,0,0,0,0,,,,,0,0,0,0,5,41.6,,,0,0,,,,,0,0,0,0,6,49.2,,,,,,,5,4.4,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,6,5.2,0,0,0,0,9,71.2,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,7,6.1,0,0,,,,,5,58.9,0,0,,,7,6.1
Davidson County TN,0,0,,,115,84.5,17,48.8,6,101.6,,,58,17.6,,,,,115,83.4,14,38.3,8,129.1,0,0,75,22.7,0,0,,,120,86.5,19,43.7,,,0,0,72,22.6,0,0,,,79,56,13,29.6,6,84,,,58,18.1,0,0,0,0,82,56.7,12,26.9,10,132.5,0,0,58,17.8,0,0,,,97,65.9,16,35.1,5,62.5,,,54,16.3,0,0,,,92,61.4,13,28,8,95.3,,,44,13.1,,,5,24.8,85,55.8,14,29.6,,,0,0,54,15.9,0,0,0,0,72,46.8,12,24.8,,,,,52,15.2,0,0,,,74,48,9,18.2,7,73.5,,,47,13.7,0,0,,,67,43.4,15,29.5,,,0,0,33,9.6
Davie County NC,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daviess County IN,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Daviess County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daviess County MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,
Davis County IA,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0
Davis County UT,0,0,,,,,,,0,0,0,0,5,2.6,0,0,0,0,0,0,,,0,0,,,12,6.1,0,0,0,0,,,,,0,0,0,0,5,2.5,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,5,2.5,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,0,0,,,,,0,0,7,3.2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,
Davison County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawes County NE,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Dawson County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
